"loc_sex"
"MNP_1"
"PNG_1"
"NRU_1"
"NIU_1"
"PLW_1"
"WSM_1"
"SLB_1"
"TKL_1"
"TON_1"
"TUV_1"
"VUT_1"
"KHM_1"
"IDN_1"
"LAO_1"
"MYS_1"
"MDV_1"
"MUS_1"
"MMR_1"
"PHL_1"
"LKA_1"
"SYC_1"
"THA_1"
"TLS_1"
"VNM_1"
"AGO_1"
"CAF_1"
"COG_1"
"COD_1"
"GNQ_1"
"GAB_1"
"BDI_1"
"COM_1"
"DJI_1"
"ERI_1"
"ETH_1"
"KEN_1"
"MDG_1"
"MWI_1"
"MOZ_1"
"RWA_1"
"SOM_1"
"SSD_1"
"TZA_1"
"UGA_1"
"ZMB_1"
"BWA_1"
"LSO_1"
"NAM_1"
"ZAF_1"
"SWZ_1"
"ZWE_1"
"BEN_1"
"BFA_1"
"CMR_1"
"CPV_1"
"TCD_1"
"CIV_1"
"GMB_1"
"GHA_1"
"GIN_1"
"GNB_1"
"LBR_1"
"MLI_1"
"MRT_1"
"NER_1"
"NGA_1"
"STP_1"
"SEN_1"
"SLE_1"
"TGO_1"
"ARM_2"
"AZE_2"
"GEO_2"
"KAZ_2"
"KGZ_2"
"MNG_2"
"TJK_2"
"TKM_2"
"UZB_2"
"ALB_2"
"BIH_2"
"BGR_2"
"HRV_2"
"CZE_2"
"HUN_2"
"MKD_2"
"MNE_2"
"POL_2"
"ROU_2"
"SRB_2"
"SVK_2"
"SVN_2"
"BLR_2"
"EST_2"
"LVA_2"
"LTU_2"
"MDA_2"
"RUS_2"
"UKR_2"
"AUS_2"
"NZL_2"
"BRN_2"
"JPN_2"
"KOR_2"
"SGP_2"
"CAN_2"
"GRL_2"
"USA_2"
"ARG_2"
"CHL_2"
"URY_2"
"AND_2"
"AUT_2"
"BEL_2"
"CYP_2"
"DNK_2"
"FIN_2"
"FRA_2"
"DEU_2"
"GRC_2"
"ISL_2"
"IRL_2"
"ISR_2"
"ITA_2"
"LUX_2"
"MLT_2"
"NLD_2"
"NOR_2"
"PRT_2"
"MCO_2"
"ESP_2"
"SWE_2"
"CHE_2"
"SMR_2"
"GBR_2"
"BOL_2"
"ECU_2"
"PER_2"
"ATG_2"
"BHS_2"
"BRB_2"
"BLZ_2"
"BMU_2"
"CUB_2"
"DMA_2"
"DOM_2"
"GRD_2"
"GUY_2"
"HTI_2"
"JAM_2"
"PRI_2"
"KNA_2"
"LCA_2"
"VCT_2"
"SUR_2"
"TTO_2"
"VIR_2"
"COL_2"
"CRI_2"
"SLV_2"
"GTM_2"
"HND_2"
"MEX_2"
"NIC_2"
"PAN_2"
"VEN_2"
"BRA_2"
"PRY_2"
"AFG_2"
"DZA_2"
"BHR_2"
"EGY_2"
"IRN_2"
"IRQ_2"
"JOR_2"
"KWT_2"
"LBN_2"
"LBY_2"
"MAR_2"
"PSE_2"
"OMN_2"
"QAT_2"
"SAU_2"
"SDN_2"
"SYR_2"
"TUN_2"
"TUR_2"
"ARE_2"
"YEM_2"
"BGD_2"
"BTN_2"
"IND_2"
"NPL_2"
"PAK_2"
"CHN_2"
"PRK_2"
"TWN_2"
"ASM_2"
"COK_2"
"FSM_2"
"FJI_2"
"GUM_2"
"KIR_2"
"MHL_2"
"MNP_2"
"PNG_2"
"NRU_2"
"NIU_2"
"PLW_2"
"WSM_2"
"SLB_2"
"TKL_2"
"TON_2"
"TUV_2"
"VUT_2"
"KHM_2"
"IDN_2"
"LAO_2"
"MYS_2"
"MDV_2"
"MUS_2"
"MMR_2"
"PHL_2"
"LKA_2"
"SYC_2"
"THA_2"
"TLS_2"
"VNM_2"
"AGO_2"
"CAF_2"
"COG_2"
"COD_2"
"GNQ_2"
"GAB_2"
"BDI_2"
"COM_2"
"DJI_2"
"ERI_2"
"ETH_2"
"KEN_2"
"MDG_2"
"MWI_2"
"MOZ_2"
"RWA_2"
"SOM_2"
"SSD_2"
"TZA_2"
"UGA_2"
"ZMB_2"
"BWA_2"
"LSO_2"
"NAM_2"
"ZAF_2"
"SWZ_2"
"ZWE_2"
"BEN_2"
"BFA_2"
"CMR_2"
"CPV_2"
"TCD_2"
"CIV_2"
"GMB_2"
"GHA_2"
"GIN_2"
"GNB_2"
"LBR_2"
"MLI_2"
"MRT_2"
"NER_2"
"NGA_2"
"STP_2"
"SEN_2"
"SLE_2"
"TGO_2"
